,accx,accy,accz,gyrox,gyroy,gyroz,heart rate
17591,open,open,open,open,open,open,open
17592,0.90544605,-0.90719604,0.47610092,-0.22408448,0.70198977,0.45029297,141.0
17593,0.90544605,-0.90719604,0.47610092,1.634436,0.41737062,0.6966797,141.0
17594,0.90544605,-0.90719604,0.47610092,-0.2888672,0.18797608,0.11044922,141.0
17595,0.70229864,-0.7670288,0.39521408,-0.2888672,0.18797608,0.11044922,141.0
17596,0.53989077,-0.68091965,0.338974,-0.2888672,0.18797608,0.11044922,141.0
17597,0.53989077,-0.68091965,0.338974,-0.5150757,0.16248779,0.0637207,141.0
17598,-0.3231659,1.0687904,-1.2963486,-0.5150757,0.16248779,0.0637207,141.0
17599,-0.3231659,1.0687904,-1.2963486,-0.63933104,0.12319336,0.093457036,141.0
17600,-0.21501446,0.54120255,-0.9159851,-0.63933104,0.12319336,0.093457036,141.0
17601,-0.21501446,0.54120255,-0.9159851,-0.49489745,0.06265869,0.121069334,141.0
17602,-0.119594574,0.27944565,-0.5093498,-0.49489745,0.06265869,0.121069334,141.0
17603,-0.119594574,0.27944565,-0.5093498,-0.3430298,-0.0021240234,0.081774905,141.0
17604,-0.080685616,0.17473984,-0.24452972,-0.3430298,-0.0021240234,0.081774905,141.0
17605,-0.080685616,0.17473984,-0.24452972,-0.30161133,-0.046728518,0.023364259,141.0
17606,-0.060837746,0.10401535,-0.090862274,-0.30161133,-0.046728518,0.023364259,141.0
17607,-0.060837746,0.10401535,-0.090862274,-0.2984253,-0.07115479,-0.08283692,141.0
17608,-0.034742355,0.009555817,0.023990631,-0.2984253,-0.07115479,-0.08283692,141.0
17609,-0.034742355,0.009555817,0.023990631,-0.2899292,-0.09133301,-0.18266602,141.0
17610,-0.034742355,0.009555817,0.023990631,-0.16992188,-0.11682129,-0.24107666,141.0
17611,0.0019664764,-0.09882355,0.11193848,-0.16992188,-0.11682129,-0.24107666,141.0
17612,0.0123643875,-0.1608696,0.14577866,-0.16992188,-0.11682129,-0.24107666,141.0
17613,0.0123643875,-0.1608696,0.14577866,-0.040356446,-0.14974366,-0.2548828,141.0
17614,-0.021822453,-0.12504578,0.12056351,-0.040356446,-0.14974366,-0.2548828,141.0
17615,-0.021822453,-0.12504578,0.12056351,-0.0063720704,-0.16354981,-0.23682861,141.0
17616,-0.062794685,-0.03302002,0.077884674,-0.0063720704,-0.16354981,-0.23682861,141.0
17617,-0.062794685,-0.03302002,0.077884674,-0.035046387,-0.15717773,-0.17735596,141.0
17618,-0.09181309,0.023658752,0.057777405,-0.035046387,-0.15717773,-0.17735596,141.0
17619,-0.09181309,0.023658752,0.057777405,-0.0998291,-0.14230958,-0.14549561,141.0
17620,-0.12459803,0.02960968,0.05552292,-0.0998291,-0.14230958,-0.14549561,141.0
17621,-0.12459803,0.02960968,0.05552292,-0.15611573,-0.12319336,-0.12319336,141.0
17622,-0.120735645,-0.027778625,0.058750153,-0.15611573,-0.12319336,-0.12319336,141.0
17623,-0.120735645,-0.027778625,0.058750153,-0.17629395,-0.10938721,-0.07965088,141.0
17624,-0.0798893,-0.09954071,0.076286316,-0.17629395,-0.10938721,-0.07965088,141.0
17625,-0.0798893,-0.09954071,0.076286316,-0.15717773,-0.0998291,-0.053100586,141.0
17626,-0.037764072,-0.11761093,0.10807419,-0.15717773,-0.0998291,-0.053100586,141.0
17627,-0.037764072,-0.11761093,0.10807419,-0.13487549,-0.10089111,-0.020178223,141.0
17628,-0.01786995,-0.10572052,0.13356781,-0.13487549,-0.10089111,-0.020178223,141.0
17629,-0.01786995,-0.10572052,0.13356781,-0.13062744,-0.08496094,-0.03079834,141.0
