,accx,accy,accz,gyrox,gyroy,gyroz,heart rate
1,walk,walk,walk,walk,walk,walk,walk
2,1.0178223,13.230005,121.77736,0.0,0.0,0.0,0.0
3,1.0178223,13.230005,121.77736,0.023364259,0.046728518,0.0063720704,0.0
4,0.7499756,10.643293,97.26106,0.023364259,0.046728518,0.0063720704,0.0
5,0.7499756,10.643293,97.26106,0.027612304,0.052038576,-0.0053100586,0.0
6,0.6195117,8.650866,77.72821,0.027612304,0.052038576,-0.0053100586,0.0
7,0.6195117,8.650866,77.72821,-0.0021240234,0.04991455,0.0,0.0
8,0.5313638,6.9957657,62.250893,-0.0021240234,0.04991455,0.0,0.0
9,0.5313638,6.9957657,62.250893,-0.047790527,0.03186035,0.009558106,0.0
10,0.43705392,5.5187807,49.876976,-0.047790527,0.03186035,0.009558106,0.0
11,0.43705392,5.5187807,49.876976,0.0,0.029736329,0.0063720704,0.0
12,0.35033894,4.331687,39.901886,0.0,0.029736329,0.0063720704,0.0
13,0.35033894,4.331687,39.901886,0.019116212,0.019116212,-0.0021240234,0.0
14,0.24650645,3.503728,31.875496,0.019116212,0.019116212,-0.0021240234,0.0
15,0.24650645,3.503728,31.875496,-0.0021240234,0.008496094,0.0,0.0
16,0.17580628,2.8574991,25.46991,-0.0021240234,0.008496094,0.0,0.0
17,0.17580628,2.8574991,25.46991,0.010620117,0.010620117,0.026550293,0.0
18,0.17580628,2.8574991,25.46991,0.010620117,0.007434082,0.03717041,0.0
19,0.122151375,2.298255,20.391434,0.010620117,0.007434082,0.03717041,0.0
20,0.070304155,1.798028,16.340149,0.010620117,0.007434082,0.03717041,0.0
21,0.070304155,1.798028,16.340149,0.009558106,-0.0010620117,0.043542482,0.0
22,0.05182433,1.3646069,13.0724945,0.009558106,-0.0010620117,0.043542482,0.0
23,0.05182433,1.3646069,13.0724945,0.026550293,0.004248047,0.04141846,0.0
24,0.056303263,1.0424786,10.431702,0.026550293,0.004248047,0.04141846,0.0
25,0.056303263,1.0424786,10.431702,0.04141846,0.0063720704,0.03079834,0.0
26,0.08079696,0.8728504,8.307541,0.04141846,0.0063720704,0.03079834,0.0
27,0.08079696,0.8728504,8.307541,0.035046387,0.010620117,0.04885254,0.0
28,0.07664931,0.7841816,6.6117096,0.035046387,0.010620117,0.04885254,0.0
29,0.07664931,0.7841816,6.6117096,-0.0063720704,0.0053100586,0.029736329,0.0
30,0.07664931,0.7841816,6.6117096,-0.0063720704,0.0053100586,0.029736329,83.0
31,0.046536684,0.65527534,5.269821,-0.0063720704,0.0053100586,0.029736329,83.0
32,0.046536684,0.65527534,5.269821,-0.04141846,0.011682129,0.04248047,83.0
33,0.009824514,0.4339981,4.2347717,-0.04141846,0.011682129,0.04248047,83.0
34,0.009824514,0.4339981,4.2347717,-0.0010620117,0.028674318,0.05628662,83.0
35,-0.014247298,0.2241764,3.4303741,-0.0010620117,0.028674318,0.05628662,83.0
36,-0.014247298,0.2241764,3.4303741,0.05522461,0.029736329,0.040356446,83.0
37,-0.014247298,0.2241764,3.4303741,0.08283692,0.03186035,0.03717041,83.0
38,7.6031685E-4,0.14663887,2.7643127,0.08283692,0.03186035,0.03717041,83.0
39,0.038572073,0.2163105,2.2119598,0.08283692,0.03186035,0.03717041,83.0
40,0.038572073,0.2163105,2.2119598,0.023364259,0.020178223,0.03079834,83.0
41,0.039011955,0.24035835,1.7580414,0.023364259,0.020178223,0.03079834,83.0
42,0.039011955,0.24035835,1.7580414,0.014868164,0.03717041,0.032922365,83.0
43,-0.015262604,0.12324333,1.3718567,0.014868164,0.03717041,0.032922365,83.0
